,text,label
1245,"Si tengo 1 taza de semillas de calabaza peladas, 1 cucharadita de semillas de comino, 1/2 cucharadita de orégano seco, 1 cucharada de aceite vegetal o de oliva, 1 cebolla, cortada en trozos, 5 tomatillos, pelados y cortados por la mitad, 5 dientes de ajo cortados por la mitad, 2 chiles jalapeños, cortados en rodajas, 2 tazas de caldo de pollo, 1 taza de cilantro fresco picado grueso, 1 taza de perejil fresco picado grueso, 1/2 taza de epazote fresco (opcional), 1 cucharadita de sal]que puedo hacer",cook
1246,"Como puedo preparar 1 puerro grande (sólo las partes blanca y verde pálida), cortado por la mitad a lo largo, 5 zanahorias, cortadas en cuartos, 1 cabeza de ajo, separada en dientes y pelada, 2 pimientos rojos, cortados en cuartos, 1 libra de tomates ciruela, cortados por la mitad, 1 bulbo de hinojo, sin los tallos y cortado en cuartos, 2 cebollas grandes, cortadas en cuartos, 2 cucharadas de aceite de oliva, 1 taza de agua hirviendo, 1/2 onza de setas secas (1 taza), 1 trozo de apio (4 pulgadas), 4 tallos de perejil, 1 rama grande de tomillo, 8 granos de pimienta negra, 2 hojas de laurel turco o 1 californiano, 1 taza de vino tinto seco, 4 cuartos de agua, 1/2 taza de tomates secos (sin aceite; 1 1/2 onzas), 1/2 barra de mantequilla sin sal, 1/3 de taza de harina común, Equipo: estopilla; hilo de cocina, hilo de cocina]",cook
1247,"Si tengo 1 puerro grande (sólo las partes blanca y verde pálida), cortado por la mitad a lo largo, 5 zanahorias, cortadas en cuartos, 1 cabeza de ajo, separada en dientes y pelada, 2 pimientos rojos, cortados en cuartos, 1 libra de tomates ciruela, cortados por la mitad, 1 bulbo de hinojo, sin los tallos y cortado en cuartos, 2 cebollas grandes, cortadas en cuartos, 2 cucharadas de aceite de oliva, 1 taza de agua hirviendo, 1/2 onza de setas secas (1 taza), 1 trozo de apio (4 pulgadas), 4 tallos de perejil, 1 rama grande de tomillo, 8 granos de pimienta negra, 2 hojas de laurel turco o 1 californiano, 1 taza de vino tinto seco, 4 cuartos de agua, 1/2 taza de tomates secos (sin aceite; 1 1/2 onzas), 1/2 barra de mantequilla sin sal, 1/3 de taza de harina común, Equipo: estopilla; hilo de cocina, hilo de cocina]que receta lo usa",cook
1248,"Como puedo preparar 1 calabaza grande o cualquier otra calabaza grande de invierno (alrededor de 4 libras), lavada, 1 diente de ajo, finamente rallado, 1/4 de taza de aceite de oliva, 1/4 de taza de perejil finamente picado, 1 cucharada de mejorana u orégano finamente picado, 1 1/2 cucharaditas de vinagre de vino tinto, divididas, Sal Kosher, pimienta recién molida, 3 onzas de queso de cabra fresco]",cook
1249,"Si tengo 1 calabaza grande o cualquier otra calabaza grande de invierno (alrededor de 4 libras), lavada, 1 diente de ajo, finamente rallado, 1/4 de taza de aceite de oliva, 1/4 de taza de perejil finamente picado, 1 cucharada de mejorana u orégano finamente picado, 1 1/2 cucharaditas de vinagre de vino tinto, divididas, Sal Kosher, pimienta recién molida, 3 onzas de queso de cabra fresco]que receta lo usa",cook
1250,Quiero Vinagreta francesa  como se hace,cook
1251,"Como puedo preparar 1 taza de nueces negras* (unas 4 onzas), 2 barritas (1 taza) de mantequilla sin sal, 2 tazas de azúcar, 2 tazas de harina común tamizada (tamizar antes de medir), 1/4 de cucharadita de sal, 1 cucharadita de extracto de limón, 1 cucharadita de vainilla, 5 huevos grandes, *Disponible por correo en American Spoon Foods, tel. (800) 222-5886]",cook
1252,"Como se llama la receta con 1 taza de nueces negras* (unas 4 onzas), 2 barritas (1 taza) de mantequilla sin sal, 2 tazas de azúcar, 2 tazas de harina común tamizada (tamizar antes de medir), 1/4 de cucharadita de sal, 1 cucharadita de extracto de limón, 1 cucharadita de vainilla, 5 huevos grandes, *Disponible por correo en American Spoon Foods, tel. (800) 222-5886]",cook
1253,"Quiero Halibut al horno con orzo, espinacas y tomates cherry  como se hace",cook
1254,"Si tengo 4 higos chumbos, pelados, Hielo, 4 onzas de tequila, 1 1/2 onzas de triple sec, 1 cucharada de zumo de lima recién exprimido, 1 cucharada de azúcar, Sal de grano grueso para el borde (opcional), Rodajas de lima para decorar (opcional)]que puedo hacer",cook
1255,"Que hacer con 6 tazas de bayas variadas, 3/4 de taza de agua, 3/4 de taza de azúcar, 1 1/2 cucharadas de zumo de limón fresco, 20 rebanadas de pan blanco firme de 1/4 de pulgada de grosor, 3/4 de taza de nata líquida fría, 1/4 de taza de crema agria]",cook
1256,"Que hacer con 2 peras verdes, 2 manzanas rojas sin corazón]",cook
1257,Como preparar Anillo de hielo relleno de fruta ,cook
1258,"Que hacer con 3 dientes de ajo sin pelar, 1 libra de tomatillos frescos, pelados y enjuagados, 1 cebolla pequeña, cortada en cuartos por la raíz, 3 a 6 chiles serranos o 2 a 4 chiles jalapeños, 1/4 de taza de cilantro fresco picado, 1/2 cucharadita (o más) de azúcar, Sal kosher gruesa, 2 cucharadas de aceite de oliva, 1 taza de caldo de pollo bajo en sal, 2 cucharadas (o más) de zumo de lima fresco]",cook
1259,Como preparar Salsa Verde ,cook
1260,"Que hacer con 2 libras y media de tomates grandes sin madurar (verdes), sin corazón, cortados en dados de 1/4 de pulgada, 2 cebollas rojas (1 libra en total), cortadas en dados de 1/4 de pulgada (aproximadamente 3 tazas), 2 pimientos rojos, sin semillas, cortados en dados de 1/4 de pulgada (aproximadamente 2 1/2 tazas), 1/4 de taza más 1 1/2 cucharaditas de sal kosher gruesa, 2 tazas de vinagre blanco destilado, 1 1/2 tazas (empaquetadas) de azúcar moreno dorado, 2 dientes de ajo picados, 1 cucharadita de semillas de cilantro enteras, 3/4 de cucharadita de anís entero]",cook
1261,Como preparar Judías verdes de cocción larga ,cook
1262,"Como puedo preparar 1/2 taza de pasas doradas, 3 tazas de caldo de pollo reducido en sodio, 3 tazas de agua, 1/2 cebolla mediana picada, 3 cucharadas de aceite de oliva, 2 tazas de achicoria cortada en rodajas finas (1 cabeza pequeña), 1 1/2 tazas de arroz Arborio, 2/3 de taza de vino blanco seco, 1/2 taza de mozzarella ahumada picada o Scamorza, 1/4 de taza de Parmigiano-Reggiano rallado]",cook
1263,"Que receta usa 1/2 taza de pasas doradas, 3 tazas de caldo de pollo reducido en sodio, 3 tazas de agua, 1/2 cebolla mediana picada, 3 cucharadas de aceite de oliva, 2 tazas de achicoria cortada en rodajas finas (1 cabeza pequeña), 1 1/2 tazas de arroz Arborio, 2/3 de taza de vino blanco seco, 1/2 taza de mozzarella ahumada picada o Scamorza, 1/4 de taza de Parmigiano-Reggiano rallado]",cook
1264,Como preparar Chalotes y ciruelas pasas con especias ,cook
1265,Quiero Beans from the Olla  como se hace,cook
1266,"Que hacer con 2/3 de taza de anacardos crudos, 1 cucharadita de semillas de comino, 6 cucharadas de zumo de lima recién exprimido (de unas 3 limas), 1/4 de taza de agua, 2 cucharaditas de sal kosher, 2 cucharaditas de aceite vegetal, 1/3 de taza de semillas de calabaza crudas sin cáscara, 1/4 de cucharadita de pimienta de cayena, 1/4 de cucharadita de sal kosher, 2 cucharadas de aceite vegetal, 3/4 de taza de cebolla amarilla finamente picada, 1 diente de ajo picado, 3 tazas de calabaza picada de 1/2 pulgada, 1 cucharadita de chile en polvo, 2 cucharaditas de sal kosher, 4 tazas de col rizada finamente picada, Tortillas de maíz, calentadas, para servir, Cebolla blanca picada, cilantro fresco picado y salsa a elección, para servir (opcional)]",cook
1267,"Quiero Taco de calabaza, col rizada y pepitas crujientes  como se hace",cook
1268,Quiero Alcachofas con vinagreta de tomate y cebolleta  como se hace,cook
1269,"Que puedo hacer con 1 barra de pan francés de 1 libra, cortada en trozos de 1 1/2 pulgadas, 1 libra de espárragos, recortados y cortados en trozos de 1 1/2 pulgadas, 6 huevos grandes, 2 tazas de leche entera, 2 cucharaditas de sal, 1 cucharadita de pimienta negra molida, 2 tazas de queso Gruyère rallado, 2 tazas de queso suizo rallado, 1 taza de queso parmesano rallado, 1/3 de taza de cebollino fresco picado, 1/3 de taza de perejil fresco picado, 1/3 de taza de mejorana fresca picada]",cook
1270,Como preparar Linguine con tomates baby heirloom y pan rallado de anchoas ,cook
1271,"Que puedo hacer con 1 cucharadita de Poire William u otro aguardiente de pera, 6 oz de champán demi-sec o de vino espumoso, refrigerado, Guarnición: rodajas finas de pera]",cook
1272,Quiero Galletas de limón y crema para sándwiches  como se hace,cook
1273,"Que puedo hacer con 3 tazas de granos de maíz frescos (cortados de unas 6 mazorcas pequeñas), 5 tomates medianos, cortados por la mitad, sin semillas y picados, 2/3 de taza de cebolla roja finamente picada, 1/4 de taza de aceite de oliva, 1/4 de taza de cilantro fresco picado, 2 cucharadas de menta fresca picada, 2 cucharadas de vinagre de vino blanco, 1 cucharada de zumo de lima fresco, 2 cucharaditas (empaquetadas) de azúcar moreno dorado, 1 diente de ajo, Sal y pimienta]",cook
1274,"Como puedo preparar 3 tazas de agua, divididas, 1/2 taza de jengibre fresco pelado y picado grueso, 1/3 de taza de zumo de lima fresco, 1 cucharada de cáscara de lima finamente rallada, 3/4 de taza de azúcar moreno dorado]",cook
1275,"Que receta usa 3 tazas de agua, divididas, 1/2 taza de jengibre fresco pelado y picado grueso, 1/3 de taza de zumo de lima fresco, 1 cucharada de cáscara de lima finamente rallada, 3/4 de taza de azúcar moreno dorado]",cook
1276,Como preparar Milanesa de ternera con ensalada de invierno ,cook
1277,"Si tengo 1 3/4 tazas de azúcar, 6 claras de huevo grandes, 1/4 de cucharadita de cremor tártaro, 2 tazas de media leche, 1 vaina de vainilla, partida a lo largo, 6 yemas de huevo grandes, 1/2 taza de azúcar, 3 cucharadas de Kahlúa, o al gusto, 1 taza de azúcar, 3 cucharadas de pepitas (semillas de calabaza verdes sin cáscara, disponibles en tiendas de alimentos naturales y en algunos mercados hispanos), picadas, 1 1/2 cucharaditas de semillas de sésamo]que puedo hacer",cook
1278,"Que puedo hacer con 1 1/2 tazas de harina para todo uso, 3 cucharadas de azúcar en polvo, 1/4 de cucharadita de sal, 1/2 taza (1 barra) de mantequilla sin sal refrigerada, cortada en dados de 1/2 pulgada, 3 1/2 cucharadas (aproximadamente) de agua helada, 1/4 de taza de azúcar, 3 cucharadas de harina para todo uso, 2 cucharaditas de cáscara de limón rallada, 6 melocotones medianos maduros, pelados, partidos por la mitad, sin hueso y cortados en rodajas de 1/2 pulgada de grosor (unas 4 tazas), 2 cucharadas de miel, 2 cucharadas de mantequilla sin sal refrigerada, cortada en trozos pequeños, 2 cucharadas de almendras fileteadas, 2 cucharadas de conservas de melocotón derretidas, 1 taza de nata líquida fría, 6 cucharadas de queso mascarpone*, 2 cucharadas de azúcar, 1/4 de cucharadita de extracto de vainilla]",cook
1279,"Si tengo 2 1/4 tazas de harina común sin blanquear, divididas, 3/4 de taza más 3 cucharadas de azúcar en polvo, divididas, 1 1/2 cucharadita de sal y más, 1 taza (2 barritas) de mantequilla sin sal muy fría, cortada en trozos pequeños, 1 a 2 cucharaditas de agua helada, 5 huevos grandes, a temperatura ambiente, 1 1/2 tazas de azúcar granulado, 1 cucharada de ralladura de limón Meyer, 3/4 de taza de zumo de limón Meyer fresco]que puedo hacer",cook
1280,"Como puedo preparar una berenjena de 1 a 1 1/4 de libra, 2 cucharadas de aceite de oliva y más para cubrir las berenjenas, 1 cebolla mediana-grande, picada fina (aproximadamente 1 1/2 tazas), 2 dientes de ajo picados, 2 pimientos rojos medianos, picados finamente (aproximadamente 1 1/2 tazas), 1 calabacín mediano, cortado en dados de 1/2 pulgada, 1 calabaza amarilla mediana, cortada en dados de 1/2 pulgada, 1 1/2 cucharadas de hojas de tomillo fresco picadas, 1/2 taza de tomate maduro sin semillas y finamente picado o tomates enlatados escurridos, 2 cucharadas de hojas de perejil fresco finamente picadas, Acompañamiento: rebanadas finas de pan francés, tostadas, o galletas saladas]",cook
1281,"Que receta usa una berenjena de 1 a 1 1/4 de libra, 2 cucharadas de aceite de oliva y más para cubrir las berenjenas, 1 cebolla mediana-grande, picada fina (aproximadamente 1 1/2 tazas), 2 dientes de ajo picados, 2 pimientos rojos medianos, picados finamente (aproximadamente 1 1/2 tazas), 1 calabacín mediano, cortado en dados de 1/2 pulgada, 1 calabaza amarilla mediana, cortada en dados de 1/2 pulgada, 1 1/2 cucharadas de hojas de tomillo fresco picadas, 1/2 taza de tomate maduro sin semillas y finamente picado o tomates enlatados escurridos, 2 cucharadas de hojas de perejil fresco finamente picadas, Acompañamiento: rebanadas finas de pan francés, tostadas, o galletas saladas]",cook
1282,"Si tengo 8 chuletas de lomo deshuesadas de corte fino, 3 cucharadas de zumo de limón fresco, 1 cucharada de tomillo fresco picado o 1 cucharadita de tomillo seco, 2 cucharaditas de cáscara de limón rallada, 2 dientes de ajo prensados, 1 1/2 cucharadas de harina para todo uso, 2 cucharaditas de aceite de oliva, 3/4 de taza de leche baja en grasa (1%)]que puedo hacer",cook
1283,"Si tengo 4 libras de patatas Yukon Gold, peladas y cortadas en trozos de 3 pulgadas, 8 dientes de ajo pelados, 1 1/4 tazas de leche entera, 5 cucharadas de mantequilla sin sal, cortada en trozos de 1 pulgada, Equipo especial: Rallador de patatas]que puedo hacer",cook
1284,Como preparar Patatas y chirivías a la francesa ,cook
1285,"Quiero Ziti con pimientos asados, aceitunas verdes y salami picante  como se hace",cook
1286,"Como puedo preparar 1 1/2 cucharaditas de bayas de enebro*., 1 taza de crema de leche, 3/4 de barra (6 cucharadas) de mantequilla sin sal, derretida, 1 1/4 cucharaditas de sal, 3/4 de cucharadita de pimienta negra, 2 libras de patatas russet (para hornear) (unas 4), Equipo especial: un molinillo de café/especias eléctrico; una rebanadora de cuchillas ajustables; una fuente de horno poco profunda de 2 litros resistente al fuego]",cook
1287,"Como se llama la receta con 1 1/2 cucharaditas de bayas de enebro*., 1 taza de crema de leche, 3/4 de barra (6 cucharadas) de mantequilla sin sal, derretida, 1 1/4 cucharaditas de sal, 3/4 de cucharadita de pimienta negra, 2 libras de patatas russet (para hornear) (unas 4), Equipo especial: un molinillo de café/especias eléctrico; una rebanadora de cuchillas ajustables; una fuente de horno poco profunda de 2 litros resistente al fuego]",cook
1288,Como preparar Pargo Veracruzano ,cook
1289,Quiero Judías verdes marinadas y pimientos rojos asados  como se hace,cook
1290,"Que puedo hacer con 1 lata (19 onzas) de garbanzos, enjuagados y escurridos, divididos, 1/3 de taza de aceite de oliva virgen extra, 6 granos de pimienta negra, 3 pimienta de Jamaica entera, 1 1/2 cucharaditas de semillas de comino, 1 cucharadita de semillas de cilantro, 1/4 de cucharadita de canela, 3/4 de cucharadita de orégano seco, 1/4 de cucharadita de azúcar, 1 1/2 cucharaditas de zumo de limón fresco, 1 cebolla roja pequeña, finamente picada, 1/2 taza de cilantro picado, 1/2 taza de perejil de hoja plana picado, Acompañamiento: 1 libra de penne, cocido y escurrido, reservando 1 taza de agua de cocción; gajos de limón]",cook
1291,"Que puedo hacer con 3 chiles anchos secos, 2 cucharadas de vinagre blanco destilado, 2 dientes de ajo, 2 clavos enteros, 1/2 cucharadita de orégano molido, 1/4 de cucharadita de canela molida, 1/4 de cucharadita de tomillo seco, 4 chuletas de lomo deshuesadas de 4 onzas, 1 cucharada de aceite vegetal]",cook
1292,Quiero Fletán a la parrilla con harissa de pimientos rojos a la parrilla  como se hace,cook
1293,Como preparar Tartaletas de hojaldre de pera y pistacho ,cook
1294,"Como preparar Ensalada de lechuga verde, granada y almendras ",cook
1295,"Que puedo hacer con 4 chuletas de pollo (1 libra en total; aproximadamente 1/4 de pulgada de grosor), 1/2 cucharadita de sal, 1/2 cucharadita de pimienta, 2 cucharadas de mantequilla sin sal, 8 hojas de espinacas, recortadas, 4 lonchas finas de jamón cocido (2 onzas), 3 onzas de Gruyère, rallado grueso (1 taza)]",cook
1296,Como preparar Gambas con cilantro y lima ,cook
1297,Como preparar Ensalada César ,cook
1298,"Si tengo 3 cucharadas de aceite de oliva, divididas, 6 muslos de pollo grandes con piel y huesos (preferiblemente ecológicos; unos 2 1/4 libras en total), 1 cucharada de sal kosher gruesa, 2 cucharaditas de tomillo seco, 1 1/2 cucharaditas de pimienta negra recién molida, 1/4 de cucharadita de nuez moscada recién rallada o molida, 2 libras de patatas Yukon Gold medianas sin pelar, lavadas y cortadas en bastones de 2 pulgadas de largo y 1/2 pulgada de grosor, 2 libras de zanahorias medianas, peladas y cortadas en tallos de 2 pulgadas de largo y 1/2 pulgada de grosor, 3 cucharadas de cebollino fresco picado]que puedo hacer",cook
1299,"Como puedo preparar 3 cucharadas de aceite de oliva, 3/8 cucharadita de cayena, 3/4 de cucharadita de comino molido, 3/4 de cucharadita de canela, 3/4 de cucharadita de sal, 2 lomos de cerdo (3/4 de libra), 4 dientes de ajo, cortados muy finos, 2 1/2 lb de tomates (unos 6 medianos), picados, Equipo especial: un termómetro de lectura instantánea]",cook
1300,"Como se llama la receta con 3 cucharadas de aceite de oliva, 3/8 cucharadita de cayena, 3/4 de cucharadita de comino molido, 3/4 de cucharadita de canela, 3/4 de cucharadita de sal, 2 lomos de cerdo (3/4 de libra), 4 dientes de ajo, cortados muy finos, 2 1/2 lb de tomates (unos 6 medianos), picados, Equipo especial: un termómetro de lectura instantánea]",cook
1301,Como preparar Pollo Normandía Withrow ,cook
1302,"Si tengo 2 cucharaditas de mantequilla sin sal, 1 plátano, cortado por la mitad a lo largo y luego en sentido transversal, 2 cucharaditas de azúcar moreno envasado, 2 cucharadas de ron (preferiblemente oscuro), 2 cucharaditas de agua, 1/8 de cucharadita de nuez moscada recién rallada, 1/8 cucharadita de canela, 2 cucharadas de nueces cortadas en rodajas o picadas, tostadas, Acompañamiento: helado de vainilla]que puedo hacer",cook
1303,"Si tengo Mantequilla sin sal (para la sartén), 1 1/2 tazas de harina común y más, 1 cucharada de levadura en polvo, 1/4 de cucharadita de canela molida, 6 claras de huevo grandes, 11/2 tazas de azúcar, 3 yemas de huevo grandes, 2 1/2 cucharaditas de extracto de vainilla, divididas, 1/2 taza de leche entera, 1 taza de leche evaporada desnatada, 1 taza de crema de leche, 1 taza de leche condensada azucarada, 1 cucharada de ron oscuro]que puedo hacer",cook
1304,Quiero Strata de cangrejo y pimientos rojos asados  como se hace,cook
1305,"Si tengo 3/4 de taza de azúcar, 1/2 taza de zumo de naranja fresco, 1/2 taza de zumo de limón fresco]que puedo hacer",cook
1306,"Como puedo preparar 1 3/4 tazas de harina para todo uso, 2 cucharaditas de polvo de hornear, 1 cucharadita de sal marina fina, 1 taza de coco rallado sin azúcar*., 3/4 de taza de azúcar, 1/2 taza (1 barra) de mantequilla sin sal, a temperatura ambiente, 2 cucharaditas (empaquetadas) de cáscara de naranja finamente rallada, 2 huevos grandes, 1 cucharadita de extracto de vainilla, 1 taza de leche de coco enlatada sin azúcar**, 6 onzas de tabletas de chocolate agridulce (que no superen el 61% de cacao), rotas en trozos irregulares de 1/2 pulgada, divididas, 1/2 taza de coco en copos endulzado, 3/4 de taza de azúcar en polvo, 2 cucharadas (o más) de leche de coco sin endulzar en lata**., 1/2 cucharadita de extracto de vainilla, Helado de vainilla]",cook
1307,"Como se llama la receta con 1 3/4 tazas de harina para todo uso, 2 cucharaditas de polvo de hornear, 1 cucharadita de sal marina fina, 1 taza de coco rallado sin azúcar*., 3/4 de taza de azúcar, 1/2 taza (1 barra) de mantequilla sin sal, a temperatura ambiente, 2 cucharaditas (empaquetadas) de cáscara de naranja finamente rallada, 2 huevos grandes, 1 cucharadita de extracto de vainilla, 1 taza de leche de coco enlatada sin azúcar**, 6 onzas de tabletas de chocolate agridulce (que no superen el 61% de cacao), rotas en trozos irregulares de 1/2 pulgada, divididas, 1/2 taza de coco en copos endulzado, 3/4 de taza de azúcar en polvo, 2 cucharadas (o más) de leche de coco sin endulzar en lata**., 1/2 cucharadita de extracto de vainilla, Helado de vainilla]",cook
1308,Como preparar Fresco Trenette ,cook
1309,Quiero Salvelino a la parrilla con salsa de albahaca y tomate  como se hace,cook
1310,"Quiero Espirales de pasta frita con miel, sésamo y nueces  como se hace",cook
1311,Como preparar Espaguetis de albaricoque al romero ,cook
1312,"Que hacer con 1 pavo con menudencias, de unos 6 kilos, a temperatura ambiente, Sal, Pimienta, Mantequilla, 3 cucharadas de harina, 3 tazas de caldo de pollo, o según sea necesario]",cook
1313,Como preparar Pavo asado con salsa de menudillos ,cook
1314,"Como puedo preparar 6 onzas de chocolate agridulce de calidad fina (no sin azúcar), 2 tazas de crema de leche, 1 taza de leche entera, 2 cucharadas de azúcar, 1/8 cucharadita de sal, 1 cucharada de mantequilla sin sal, Nata montada, Frambuesas]",cook
1315,"Que receta usa 6 onzas de chocolate agridulce de calidad fina (no sin azúcar), 2 tazas de crema de leche, 1 taza de leche entera, 2 cucharadas de azúcar, 1/8 cucharadita de sal, 1 cucharada de mantequilla sin sal, Nata montada, Frambuesas]",cook
1316,"Que puedo hacer con 1 a 3 libras de costillas de cerdo estilo campestre, también conocidas como costillitas de cerdo (aproximadamente 2 rejillas), 1 cucharadita de sal, 1 taza de salsa barbacoa y más para servir]",cook
1317,"Como puedo preparar 1 1/2 libras de salchichas dulces italianas, sin tripas, 1 1/2 tazas de calabacín rallado (aproximadamente 1 grande), 1/2 taza de cebolla roja finamente picada, 1/3 de taza de perejil fresco picado, 1/4 de taza de pan rallado fino y seco, 1 huevo grande, 1 cucharadita de pimienta negra molida, 3/4 de cucharadita de sal, 1/2 cucharadita de romero fresco picado, 4 pimientos rojos medianos (cada uno de unos 4 a 6 onzas), cortados por la mitad a lo largo y sin semillas, Ramitas de romero fresco]",cook
1318,"Si tengo 1 1/2 libras de salchichas dulces italianas, sin tripas, 1 1/2 tazas de calabacín rallado (aproximadamente 1 grande), 1/2 taza de cebolla roja finamente picada, 1/3 de taza de perejil fresco picado, 1/4 de taza de pan rallado fino y seco, 1 huevo grande, 1 cucharadita de pimienta negra molida, 3/4 de cucharadita de sal, 1/2 cucharadita de romero fresco picado, 4 pimientos rojos medianos (cada uno de unos 4 a 6 onzas), cortados por la mitad a lo largo y sin semillas, Ramitas de romero fresco]que receta lo usa",cook
1319,Como preparar Pimientos rellenos ,cook
1320,Como preparar Huevos de chocolate con mantequilla de cacahuete ,cook
1321,"Si tengo Para las tostadas de parmesano, 1 baguette (de unos 15 centímetros de largo), cortada en diagonal en rodajas de 1/4 de pulgada de grosor, 1/4 de taza de aceite de oliva, 1/3 de taza de parmesano recién rallado (aproximadamente 1 onza), 1/4 de taza de piñones, 6 cucharadas de aceite de oliva, 1 berenjena firme (aproximadamente 11/4 libras), cortada en cubos de 1/2 pulgada, 1 cebolla picada, 2 dientes de ajo, 1 picado y machacado hasta formar una pasta con 1/2 cucharadita de sal y 1 picado, 3 tomates madurados en vid (unos 3/4 de libra en total), cortados en cubos de 1/2 pulgada, 1/2 taza de hojas de albahaca fresca envasadas, bien lavadas, escurridas y picadas, 1/3 de taza de hojas frescas de perejil de hoja plana, bien lavadas, escurridas y picadas, 3 cucharadas de zumo de limón fresco, 1/2 cucharadita de azúcar]que puedo hacer",cook
1322,Quiero Patatas fritas al horno  como se hace,cook
1323,Como preparar Patatas fritas de triple cocción ,cook
1324,"Si tengo 1 pimiento rojo, picado grueso, 3/4 de taza de vinagre de arroz sazonado, 2 cucharadas de azúcar, 1/2 cucharadita de copos de pimiento rojo seco, 2 tazas de arroz japonés de grano corto, 2 tazas de agua, 1/4 de taza de vinagre de arroz sazonado, 1/3 de taza de jengibre picado, 1 cucharada de pasta de wasabi, o 1 1/2 cucharadas de wasabi en polvo mezclado con 2 cucharaditas de agua, 20 edamame (soja en vaina) congelados, descongelados, 1/4 de taza de semillas de sésamo negro tostadas]que puedo hacer",cook
1325,Como preparar Cordero a las cinco especias con chiles rojos ,cook
1326,Como preparar Asado de cordero con naranjas y aceitunas ,cook
1327,"Que puedo hacer con 24 galletas Ritz, 1/4 de taza de harina común, 1 huevo grande, 2 onzas de queso pepper Jack refrigerado, 12 okras medianas, 2 tazas de aceite de maíz u otro aceite vegetal para freír, Acompañamiento: salsa preparada]",cook
1328,"Que hacer con 2 tazas de leche (no utilice leche descremada o baja en grasa), 2 tazas de nata para montar, 1/2 taza de jengibre fresco picado, 8 yemas de huevo grandes, 3/4 de taza de azúcar, 1 taza de jarabe de arce puro, 1/4 de taza de ron oscuro, 5 plátanos en rodajas, Nueces picadas]",cook
1329,Quiero Helado de jengibre con plátanos al ron de arce y nueces  como se hace,cook
1330,Como preparar Ensalada de achicoria y perejil con aderezo de anchoas ,cook
1331,"Que puedo hacer con 2 tazas de hojas de albahaca fresca empaquetadas, bien lavadas y secadas, 2/3 de taza de aceite de oliva, 1/2 taza de pacanas, tostadas y enfriadas, 1/3 de taza de parmesano recién rallado, 2 dientes de ajo grandes, picados y machacados hasta formar una pasta con 1/2 cucharadita de sal]",cook
1332,"Que puedo hacer con 1 taza de quinoa (semillas pequeñas y planas en forma de disco, disponibles en tiendas de alimentos naturales y en muchas tiendas especializadas), 1 cebolla pequeña, picada, 1 cucharada de aceite de oliva, 1 cucharadita de comino molido, 1/2 cucharadita de canela, 1/4 de cucharadita redonda de cúrcuma, 1 taza de caldo de pollo, 2/3 de taza de agua, 1/3 de taza de grosellas secas o pasas, 1/4 de taza de tomates de lata escurridos y picados, 1/2 cucharadita de sal, 3 cucharadas de hojas de perejil fresco finamente picadas]",cook
1333,"Que hacer con 4 naranjas de ombligo, 1 jícama pequeña (1 libra), pelada y cortada en cuartos a lo largo, 1/2 pepino sin semillas (normalmente envuelto en plástico), pelado y cortado por la mitad a lo largo, Cayena al gusto]",cook
1334,Quiero Ensalada de jamón serrano con salsa de ajo y almendras  como se hace,cook
1335,Quiero Pudín de chocolate y ron  como se hace,cook
1336,"Si tengo 3 puerros medianos (sólo las partes blancas y verdes pálidas), picados (2 tazas), 3 cucharadas de mantequilla sin sal, 1/2 libra de champiñones cremini, recortados, 1 diente de ajo machacado, 3/4 de cucharadita de sal, 1/2 cucharadita de nuez moscada recién rallada, 1/4 de cucharadita de pimienta negra, 2 1/2 tazas de media leche, 2 tazas de ostras peladas con 1/2 taza de su licor, 2 cucharadas de cebollino fresco picado]que puedo hacer",cook
1337,Que hacer con ],cook
1338,Como preparar Mayonesa de Chipotle ,cook
1339,"Como puedo preparar Mantequilla sin sal, para la bandeja de hornear, 1 1/4 libras de pan de masa madre, sin corteza, cortado en cubos de 1/2 pulgada (aproximadamente 12 tazas), 1/2 libra de setas shiitake, sin tallo y picadas en trozos grandes, 1/2 libra de setas de ostra, picadas gruesas, 1 libra de champiñones cremini, cortados en rodajas finas, 4 cucharadas de aceite de canola, Sal Kosher y pimienta negra recién molida, 3/4 de libra de tocino cortado en dados de 1/2 pulgada, 1 cebolla española grande, cortada en dados finos, 5 dientes de ajo, finamente picados, De 4 a 6 tazas de caldo de pollo, casero o comprado, según sea necesario, 2 cucharadas de salvia fresca finamente picada, 2 cucharadas de tomillo fresco finamente picado, 1/2 taza de perejil fresco de hoja plana picado, 2 huevos grandes]",cook
1340,"Como se llama la receta con Mantequilla sin sal, para la bandeja de hornear, 1 1/4 libras de pan de masa madre, sin corteza, cortado en cubos de 1/2 pulgada (aproximadamente 12 tazas), 1/2 libra de setas shiitake, sin tallo y picadas en trozos grandes, 1/2 libra de setas de ostra, picadas gruesas, 1 libra de champiñones cremini, cortados en rodajas finas, 4 cucharadas de aceite de canola, Sal Kosher y pimienta negra recién molida, 3/4 de libra de tocino cortado en dados de 1/2 pulgada, 1 cebolla española grande, cortada en dados finos, 5 dientes de ajo, finamente picados, De 4 a 6 tazas de caldo de pollo, casero o comprado, según sea necesario, 2 cucharadas de salvia fresca finamente picada, 2 cucharadas de tomillo fresco finamente picado, 1/2 taza de perejil fresco de hoja plana picado, 2 huevos grandes]",cook
1341,"Que puedo hacer con Tomates, Aderezo de queso azul, Cebollino picado, Pimienta craquelada]",cook
